Date;High price;Low price;Closing price;Average price;Total volume;Turnover;Trades
2004-09-10;693,01;688,67;691,91;;;;0
2004-09-09;692,99;684,48;687,44;;;;0
2004-09-08;698,38;693,59;693,66;;;;0
2004-09-07;698,73;692,85;695,68;;;;0
2004-09-06;699,46;696,4;697,36;;;;0
2004-09-03;699,97;691,93;696,67;;;;0
2004-09-02;697,61;689,67;694,28;;;;0
2004-09-01;693,55;686,25;693,43;;;;0
2004-08-31;690,42;683,2;685,03;;;;0
2004-08-30;692,08;687,81;689,2;;;;0
2004-08-27;691,04;684,79;690,92;;;;0
2004-08-26;690,94;685,05;689,02;;;;0
2004-08-25;683,88;676,14;683,26;;;;0
2004-08-24;683,77;676,31;676,86;;;;0
2004-08-23;679,23;666,35;679,23;;;;0
2004-08-20;665,92;659,98;664,52;;;;0
2004-08-19;670,7;664,08;666,56;;;;0
2004-08-18;666;655,92;665,41;;;;0
2004-08-17;662,04;655,65;658,63;;;;0
2004-08-16;656,55;644,04;656,02;;;;0
2004-08-13;654,43;646,61;649,36;;;;0
2004-08-12;658,22;644,98;650,7;;;;0
2004-08-11;663,46;649,32;653,37;;;;0
2004-08-10;667,13;656,83;664,67;;;;0
2004-08-09;663,77;653,49;656,91;;;;0
2004-08-06;676,59;660,82;663,15;;;;0
2004-08-05;682,26;675,5;679,04;;;;0
2004-08-04;677,31;671,16;674,23;;;;0
2004-08-03;681,83;677,35;679,19;;;;0
2004-08-02;681,43;675,85;678,8;;;;0
2004-07-30;686,26;677,38;683,3;;;;0
2004-07-29;684,16;675,54;680,14;;;;0
2004-07-28;681,38;672,89;674,36;;;;0
2004-07-27;671,95;663,58;671,95;;;;0
2004-07-26;671,52;661,7;661,76;;;;0
2004-07-23;674,41;668,17;668,45;;;;0
2004-07-22;679,4;668,2;668,23;;;;0
2004-07-21;694,52;680,62;683,09;;;;0
2004-07-20;670,79;661,93;668,7;;;;0
2004-07-19;675,22;666,05;666,28;;;;0
2004-07-16;674,59;666,81;673,44;;;;0
2004-07-15;682,39;667,11;669,12;;;;0
2004-07-14;681,91;670,61;680,47;;;;0
2004-07-13;680,05;668,16;676,03;;;;0
2004-07-12;681;665,86;669;;;;0
2004-07-09;684,65;676,42;679,5;;;;0
2004-07-08;686,24;681,38;685,3;;;;0
2004-07-07;688,38;682,32;684,29;;;;0
2004-07-06;692,12;685,06;685,4;;;;0
2004-07-05;697,32;691,12;693,08;;;;0
2004-07-02;698,63;693,08;695,82;;;;0
2004-07-01;703,94;697,73;697,97;;;;0
2004-06-30;701,99;697,62;698,13;;;;0
2004-06-29;698,63;694,85;697,86;;;;0
2004-06-28;700,25;694,31;699,27;;;;0
2004-06-24;698,98;694,95;697,54;;;;0
2004-06-23;690,61;679,75;690,46;;;;0
2004-06-22;681,72;676,33;677,92;;;;0
2004-06-21;683,5;678,35;680,69;;;;0
2004-06-18;683,65;679,54;681,37;;;;0
2004-06-17;687,96;681,61;683,71;;;;0
2004-06-16;687,34;682,85;686,46;;;;0
2004-06-15;684,66;676,56;682,92;;;;0
2004-06-14;687,2;676,44;677,89;;;;0
2004-06-11;688,74;685,78;687,26;;;;0
2004-06-10;688,92;685,08;686,61;;;;0
2004-06-09;694,94;687,24;687,24;;;;0
2004-06-08;694,93;688,6;691,3;;;;0
2004-06-07;693,73;687,94;693,17;;;;0
2004-06-04;685,9;677,21;685,49;;;;0
2004-06-03;676;668,59;676;;;;0
2004-06-02;676,3;667,86;672,03;;;;0
2004-06-01;674,21;666,06;666,06;;;;0
2004-05-28;676,06;672,23;673,95;;;;0
2004-05-27;674,01;665,55;671,79;;;;0
2004-05-26;673,38;662,14;665,26;;;;0
2004-05-25;668,3;661,14;663,77;;;;0
2004-05-24;676,71;667,62;670,12;;;;0
2004-05-21;670,1;662,57;667,02;;;;0
2004-05-19;673,78;662,55;670,88;;;;0
2004-05-18;661,08;655,12;658,86;;;;0
2004-05-17;657,64;649,94;653,85;;;;0
2004-05-14;668,91;661,22;663,75;;;;0
2004-05-13;669,92;653,36;668,39;;;;0
2004-05-12;667,33;650,78;651,6;;;;0
2004-05-11;664,88;653,79;664,86;;;;0
2004-05-10;672,11;651,28;652,21;;;;0
2004-05-07;680,83;670,01;676,35;;;;0
2004-05-06;697,09;676,47;677,48;;;;0
2004-05-05;699,42;689,5;696,71;;;;0
2004-05-04;693,07;686,13;688,35;;;;0
2004-05-03;691,89;680,8;689,97;;;;0
2004-04-30;693,42;684,3;685,59;;;;0
2004-04-29;697,42;685,21;693,6;;;;0
2004-04-28;713,05;698,32;698,32;;;;0
2004-04-27;718,22;713,21;714,29;;;;0
2004-04-26;724,89;714,21;716,11;;;;0
2004-04-23;729,45;719,36;720;;;;0
2004-04-22;728,87;717,91;728,07;;;;0
2004-04-21;725,6;716,03;716,3;;;;0
2004-04-20;727,84;719,87;725,07;;;;0
2004-04-19;716,91;712,24;716,19;;;;0
2004-04-16;717,66;708;713,12;;;;0
2004-04-15;717,08;708,76;710,89;;;;0
2004-04-14;717,83;706,78;714,18;;;;0
2004-04-13;726,71;719,79;720,87;;;;0
2004-04-08;725,01;718,87;719,93;;;;0
2004-04-07;726,23;717,92;718,04;;;;0
2004-04-06;725,66;712,22;717,59;;;;0
2004-04-05;721,9;714,61;721,04;;;;0
2004-04-02;716,1;703,94;713,11;;;;0
2004-04-01;705,55;693,72;705,05;;;;0
2004-03-31;694,66;687,2;690,28;;;;0
2004-03-30;692,6;685,8;688,1;;;;0
2004-03-29;691,59;679,8;691,59;;;;0
2004-03-26;683,4;675,98;679,57;;;;0
2004-03-25;678,4;668,49;678,33;;;;0
2004-03-24;675,25;665,26;666,61;;;;0
2004-03-23;673,17;660,11;670,17;;;;0
2004-03-22;677,44;660,56;662,73;;;;0
2004-03-19;684,06;677,2;681,76;;;;0
2004-03-18;693,83;679,36;679,42;;;;0
2004-03-17;693,92;684,12;693,1;;;;0
2004-03-16;684,2;672,92;683,41;;;;0
2004-03-15;690,93;678,35;680,19;;;;0
2004-03-12;690,56;674,18;688,93;;;;0
2004-03-11;699,07;676,27;683,16;;;;0
2004-03-10;706,35;701,52;705,83;;;;0
2004-03-09;715,25;706,48;706,98;;;;0
2004-03-08;720,94;716,01;718,39;;;;0
2004-03-05;721,84;712,81;717,24;;;;0
2004-03-04;723,72;715,59;716,41;;;;0
2004-03-03;719,56;711,98;718,99;;;;0
2004-03-02;714,27;706,97;713,93;;;;0
2004-03-01;705,86;697,51;704,47;;;;0
2004-02-27;704,46;697,19;698,18;;;;0
2004-02-26;700,09;695,18;697,44;;;;0
2004-02-25;695,28;687,49;693,77;;;;0
2004-02-24;702,02;687,75;690,56;;;;0
2004-02-23;707,89;700,83;703,9;;;;0
2004-02-20;704,98;698,16;700,1;;;;0
2004-02-19;709,75;700,81;705,81;;;;0
2004-02-18;703,62;696,96;699,6;;;;0
2004-02-17;701,78;696,44;700;;;;0
2004-02-16;697,33;687,45;695,8;;;;0
2004-02-13;695,38;688,61;689,16;;;;0
2004-02-12;706,37;694,03;694,13;;;;0
2004-02-11;703,17;691,26;699,79;;;;0
2004-02-10;699,79;688,18;698,34;;;;0
2004-02-09;695,23;689,27;691,47;;;;0
2004-02-06;692,77;685,19;687,59;;;;0
2004-02-05;674,08;665,85;673,12;;;;0
2004-02-04;669,57;662,39;667,89;;;;0
2004-02-03;669,95;665,81;669,87;;;;0
2004-02-02;680,15;669,72;670,48;;;;0
2004-01-30;675,69;669,59;673,91;;;;0
2004-01-29;671,01;664,42;666,32;;;;0
2004-01-28;675,57;669,91;672,1;;;;0
2004-01-27;684,06;675,18;675,18;;;;0
2004-01-26;676,87;672,07;676,87;;;;0
2004-01-23;677,2;668,46;674,65;;;;0
2004-01-22;676,39;667,4;672,92;;;;0
2004-01-21;671,85;663,58;667;;;;0
2004-01-20;678,1;669,6;671,25;;;;0
2004-01-19;680,09;674,87;676,15;;;;0
2004-01-16;672,83;667,62;672,54;;;;0
2004-01-15;666,37;657,75;665,12;;;;0
2004-01-14;662,64;654,58;661,13;;;;0
2004-01-13;662,06;651,12;655,1;;;;0
2004-01-12;653,69;644,74;652,33;;;;0
2004-01-09;653,9;644,66;650,48;;;;0
2004-01-08;654,07;637,42;647,7;;;;0
2004-01-07;648,79;633,47;635,47;;;;0
2004-01-05;645,3;640,84;644,55;;;;0
2004-01-02;644,55;635,67;644,48;;;;0
2003-12-30;644,06;633,5;636,29;;;;0
2003-12-29;640;628,62;638,62;;;;0
2003-12-23;628,86;618,44;628,11;;;;0
2003-12-22;620,95;616,24;618,39;;;;0
2003-12-19;619,67;612,08;618,55;;;;0
2003-12-18;614,64;604,47;613,78;;;;0
2003-12-17;615,55;605,92;606,08;;;;0
2003-12-16;620,45;613,87;614,08;;;;0
2003-12-15;625,37;618,78;621,6;;;;0
2003-12-12;621,12;615,55;617,53;;;;0
2003-12-11;618,48;613,43;617,44;;;;0
2003-12-10;618,42;611,82;616,23;;;;0
2003-12-09;621,79;616,51;616,97;;;;0
2003-12-08;621,99;614,75;616,35;;;;0
2003-12-05;629,34;621,72;623,24;;;;0
2003-12-04;627,99;621,66;626,28;;;;0
2003-12-03;626,43;620,36;622,54;;;;0
2003-12-02;627,12;619,1;621,92;;;;0
2003-12-01;622,31;615,72;621,26;;;;0
2003-11-28;619,54;612,61;614,52;;;;0
2003-11-27;617,36;609,49;617,02;;;;0
2003-11-26;614,74;607,38;609,48;;;;0
2003-11-25;616,3;611,81;612,38;;;;0
2003-11-24;613,98;603,77;613,61;;;;0
2003-11-21;606,5;601,38;603,13;;;;0
2003-11-20;611,82;599,64;605,42;;;;0
2003-11-19;612,69;606,48;608,38;;;;0
2003-11-18;622,46;613,06;615,15;;;;0
2003-11-17;629,43;617,4;617,52;;;;0
2003-11-14;634,14;622,89;631,3;;;;0
2003-11-13;625,11;618,44;624,65;;;;0
2003-11-12;619,02;612,03;617,21;;;;0
2003-11-11;617,08;611,93;614,33;;;;0
2003-11-10;623,93;618,06;618,34;;;;0
2003-11-07;628,17;617,91;622,38;;;;0
2003-11-06;620,18;610,78;616,66;;;;0
2003-11-05;617,98;609,86;612,08;;;;0
2003-11-04;624,53;617,15;619,16;;;;0
2003-11-03;625,99;618,22;622,09;;;;0
2003-10-31;620,22;615,33;617,57;;;;0
2003-10-30;627,29;614,64;620,28;;;;0
2003-10-29;626,49;617,5;618,56;;;;0
2003-10-28;622,84;615,17;622,03;;;;0
2003-10-27;616,7;606,21;614,77;;;;0
2003-10-24;606,68;599,69;605,59;;;;0
2003-10-23;603,58;588,17;600,73;;;;0
2003-10-22;608,16;594,31;594,31;;;;0
2003-10-21;617,88;605,75;608,11;;;;0
2003-10-20;614,12;606,95;613,02;;;;0
2003-10-17;614,85;608,63;610,02;;;;0
2003-10-16;618,07;607,84;609,67;;;;0
2003-10-15;618,9;610,02;615,08;;;;0
2003-10-14;611;602,71;610,69;;;;0
2003-10-13;606,64;596,91;605,33;;;;0
2003-10-10;602,35;595,8;596,21;;;;0
2003-10-09;601,84;589,78;601,75;;;;0
2003-10-08;597,76;587,72;592,96;;;;0
2003-10-07;590,88;582,81;589,73;;;;0
2003-10-06;597,31;588,86;590,99;;;;0
2003-10-03;591,7;571,67;591,24;;;;0
2003-10-02;580,12;570,27;570,39;;;;0
2003-10-01;572,56;565,04;572,56;;;;0
2003-09-30;577,73;565,01;567,02;;;;0
2003-09-29;586,41;575,33;575,61;;;;0
2003-09-26;582,94;574,74;581,65;;;;0
2003-09-25;579,68;572,79;576,78;;;;0
2003-09-24;595,18;581,22;581,22;;;;0
2003-09-23;593,6;582,88;588,08;;;;0
2003-09-22;601,18;585,76;589,36;;;;0
2003-09-19;608,51;602,8;603,03;;;;0
2003-09-18;608,93;602,14;608,48;;;;0
2003-09-17;617,65;607,66;608,99;;;;0
2003-09-16;609,94;602,21;609,53;;;;0
2003-09-15;609,55;602,33;603,71;;;;0
2003-09-12;610,35;600,4;602,77;;;;0
2003-09-11;602,19;591,28;600,44;;;;0
2003-09-10;607,83;598,74;599,18;;;;0
2003-09-09;618,42;608,74;609,11;;;;0
2003-09-08;615,45;609,15;615,14;;;;0
2003-09-05;613,98;606,29;612,49;;;;0
2003-09-04;616,88;608,34;611,15;;;;0
2003-09-03;616,39;603,03;611,12;;;;0
2003-09-02;604,36;597,7;601,1;;;;0
2003-09-01;599,43;587,05;598,45;;;;0
2003-08-29;594,78;586,43;586,43;;;;0
2003-08-28;595,18;587,89;589,97;;;;0
2003-08-27;590,38;584,91;588,06;;;;0
2003-08-26;594,32;580,68;583,9;;;;0
2003-08-25;596,43;589,18;589,84;;;;0
2003-08-22;603,26;594,23;597,1;;;;0
2003-08-21;602,5;592,02;599,13;;;;0
2003-08-20;595,26;587,48;592,64;;;;0
2003-08-19;593,71;585,98;592,48;;;;0
2003-08-18;585,26;575,58;585,26;;;;0
2003-08-15;580,32;572,9;574,94;;;;0
2003-08-14;578,37;571,65;578,37;;;;0
2003-08-13;576,39;568,9;574,52;;;;0
2003-08-12;569,47;558,81;567,64;;;;0
2003-08-11;561,92;556,12;557,91;;;;0
2003-08-08;560,8;554,91;557,87;;;;0
2003-08-07;559,14;550,42;555,74;;;;0
2003-08-06;568,13;557,29;558,44;;;;0
2003-08-05;571,95;566,25;570,62;;;;0
2003-08-04;572,06;564,61;567,72;;;;0
2003-08-01;572,55;566,05;568,51;;;;0
2003-07-31;571,62;559,38;571,01;;;;0
2003-07-30;565,03;561,02;564,86;;;;0
2003-07-29;564,49;557,6;560,4;;;;0
2003-07-28;563,17;554,07;562,67;;;;0
2003-07-25;555,25;551,21;552,78;;;;0
2003-07-24;556,75;546,72;555,66;;;;0
2003-07-23;552,71;546,14;546,73;;;;0
2003-07-22;554,21;547,7;549,49;;;;0
2003-07-21;559,28;550,64;551,26;;;;0
2003-07-18;561,78;552,67;552,67;;;;0
2003-07-17;549,68;541,41;546,23;;;;0
2003-07-16;558,25;549,85;549,91;;;;0
2003-07-15;557,71;549,36;554,53;;;;0
2003-07-14;554,01;544,5;553,67;;;;0
2003-07-11;544,24;538,09;544,16;;;;0
2003-07-10;548,78;540,81;540,83;;;;0
2003-07-09;550,9;545,45;546,28;;;;0
2003-07-08;553,76;546,27;550,17;;;;0
2003-07-07;553,16;539,49;551,94;;;;0
2003-07-04;540,39;535,07;539,05;;;;0
2003-07-03;538,95;530,8;537,95;;;;0
2003-07-02;530,71;523,67;529,86;;;;0
2003-07-01;531,96;520,55;522,32;;;;0
2003-06-30;537,01;530,37;531,46;;;;0
2003-06-27;537,67;529,61;536,54;;;;0
2003-06-26;530,37;524,47;528,68;;;;0
2003-06-25;529,55;525,41;527,96;;;;0
2003-06-24;532,54;524,25;525,09;;;;0
2003-06-23;538,36;531,6;531,68;;;;0
2003-06-19;545,86;538,53;539,15;;;;0
2003-06-18;545,44;536,96;545,21;;;;0
2003-06-17;544,59;536,46;541,58;;;;0
2003-06-16;535,27;524,57;534,85;;;;0
2003-06-13;539,34;528,95;529,43;;;;0
2003-06-12;542,24;534,62;539,04;;;;0
2003-06-11;534,64;527,15;533,76;;;;0
2003-06-10;529,73;523,4;527,05;;;;0
2003-06-06;531,98;517,78;528,88;;;;0
2003-06-05;522,96;516,09;517,03;;;;0
2003-06-04;517,91;508,24;516,96;;;;0
2003-06-03;517,48;509,05;511,85;;;;0
2003-06-02;522,05;516,05;518,52;;;;0
2003-05-30;517,5;508,13;514,46;;;;0
2003-05-28;513,97;503,53;512,94;;;;0
2003-05-27;502,35;491,97;502,35;;;;0
2003-05-26;500,36;494,49;495,55;;;;0
2003-05-23;501,89;494,13;498,95;;;;0
2003-05-22;499,34;492,74;497,34;;;;0
2003-05-21;500,1;490,19;492,31;;;;0
2003-05-20;504,61;497,61;499,48;;;;0
2003-05-19;517,19;503,61;504,75;;;;0
2003-05-16;526,1;516,59;518,45;;;;0
2003-05-15;521,52;516,98;520,01;;;;0
2003-05-14;526,21;519,35;519,78;;;;0
2003-05-13;524,3;514,84;524;;;;0
2003-05-12;517,47;510,74;515,81;;;;0
2003-05-09;513,44;500,28;513,44;;;;0
2003-05-08;519,87;506,04;506,19;;;;0
2003-05-07;525,52;513,35;515,33;;;;0
2003-05-06;525,87;519,49;525,78;;;;0
2003-05-05;529,02;520,33;524,3;;;;0
2003-05-02;522,64;512,82;519,29;;;;0
2003-04-30;523,57;517,95;521,92;;;;0
2003-04-29;527,27;518,02;521,49;;;;0
2003-04-28;514,91;495,59;513,59;;;;0
2003-04-25;503,94;496,85;497,92;;;;0
2003-04-24;510,16;502,41;503,47;;;;0
2003-04-23;508,41;499,09;503,67;;;;0
2003-04-22;500,17;492,49;497,98;;;;0
2003-04-17;496,37;488,32;495,59;;;;0
2003-04-16;503,3;493,89;493,93;;;;0
2003-04-15;496,96;484,94;495,6;;;;0
2003-04-14;487,71;478,61;483,87;;;;0
2003-04-11;489,59;481,61;483,48;;;;0
2003-04-10;491,17;481,26;483,12;;;;0
2003-04-09;497,48;486,01;492,43;;;;0
2003-04-08;501,63;491,65;493,71;;;;0
2003-04-07;505,88;485,87;503;;;;0
2003-04-04;488,8;474,9;482,89;;;;0
2003-04-03;486,46;477,41;480,86;;;;0
2003-04-02;482,48;462,69;480,45;;;;0
2003-04-01;464,04;453,38;461,69;;;;0
2003-03-31;472,95;454,6;457,78;;;;0
2003-03-28;478,73;470,79;475,39;;;;0
2003-03-27;486,49;474,72;478,9;;;;0
2003-03-26;493,9;485,7;486,82;;;;0
2003-03-25;490,13;478,52;489,3;;;;0
2003-03-24;502,07;488,06;489,38;;;;0
2003-03-21;506,03;494,73;503,4;;;;0
2003-03-20;500,12;486,55;494,14;;;;0
2003-03-19;496,47;481,92;490,4;;;;0
2003-03-18;499,2;483,04;485,22;;;;0
2003-03-17;488,3;453,92;484;;;;0
2003-03-14;465,93;452,53;465,77;;;;0
2003-03-13;450,74;433,17;450,74;;;;0
2003-03-12;441,87;430,33;432,36;;;;0
2003-03-11;445,66;435,4;440,82;;;;0
2003-03-10;452,41;444,13;446;;;;0
2003-03-07;456,9;446,53;452,03;;;;0
2003-03-06;461,97;455,41;457,71;;;;0
2003-03-05;462,81;456,63;459,64;;;;0
2003-03-04;470,44;461,62;463,13;;;;0
2003-03-03;475,78;469,21;471,43;;;;0
2003-02-28;470,35;459,42;469,97;;;;0
2003-02-27;466,32;451,11;464;;;;0
2003-02-26;466,72;457,34;459,1;;;;0
2003-02-25;473,48;458,41;461,46;;;;0
2003-02-24;482,52;473,16;474,47;;;;0
2003-02-21;480,32;472,34;478,19;;;;0
2003-02-20;490,73;479,17;479,98;;;;0
2003-02-19;500,84;489,18;491,29;;;;0
2003-02-18;501,47;487,82;499,17;;;;0
2003-02-17;494,87;481,08;493,91;;;;0
2003-02-14;483,25;472,28;479,38;;;;0
2003-02-13;480,73;470,43;474,3;;;;0
2003-02-12;474,36;466,01;473,17;;;;0
2003-02-11;472,7;457,52;469,07;;;;0
2003-02-10;465,98;456,53;456,53;;;;0
2003-02-07;476,2;465,59;466,97;;;;0
2003-02-06;481,08;470,37;474,25;;;;0
2003-02-05;476,44;460,54;476,34;;;;0
2003-02-04;479,1;463,81;464;;;;0
2003-02-03;484,69;474,86;481,8;;;;0
2003-01-31;478,01;469,97;477,8;;;;0
2003-01-30;480,46;468,48;479,68;;;;0
2003-01-29;471,55;462,87;466,82;;;;0
2003-01-28;480,77;467,72;469,16;;;;0
2003-01-27;492,45;474,93;475,65;;;;0
2003-01-24;503,02;493,06;494,18;;;;0
2003-01-23;507,46;495,94;497,97;;;;0
2003-01-22;510,84;498,55;500,38;;;;0
2003-01-21;520,01;507,09;508,64;;;;0
2003-01-20;517,41;509,23;515,77;;;;0
2003-01-17;519,88;508,47;509,61;;;;0
2003-01-16;522,39;513,65;521,44;;;;0
2003-01-15;530,71;519,26;521,32;;;;0
2003-01-14;528,77;521,23;526,01;;;;0
2003-01-13;526,28;516,58;519,11;;;;0
2003-01-10;516,66;506,7;514,67;;;;0
2003-01-09;508,83;494,41;508,27;;;;0
2003-01-08;517,32;501;504,78;;;;0
2003-01-07;525,55;512,86;518,66;;;;0
2003-01-03;521,67;515,36;519,75;;;;0
2003-01-02;514,97;494,09;514,79;;;;0
2002-12-30;500,72;490,79;493,2;;;;0
2002-12-27;507,15;490,99;494,37;;;;0
2002-12-23;510,87;503,64;508,32;;;;0
2002-12-20;513,42;503,63;509,81;;;;0
2002-12-19;515,34;498,11;508,36;;;;0
2002-12-18;521,29;505,82;505,82;;;;0
2002-12-17;536,57;518,2;518,78;;;;0
2002-12-16;537,34;527,23;534,16;;;;0
2002-12-13;534,03;524,41;534,03;;;;0
2002-12-12;542,52;531,42;533,17;;;;0
2002-12-11;548,86;536,88;543,08;;;;0
2002-12-10;543,65;536,1;541,64;;;;0
2002-12-09;555,27;540,9;542,46;;;;0
2002-12-06;557,71;540,49;550,29;;;;0
2002-12-05;568,19;551,5;551,92;;;;0
2002-12-04;563,27;552,34;558,5;;;;0
2002-12-03;573,43;555,34;559,57;;;;0
2002-12-02;585,42;570,74;570,82;;;;0
2002-11-29;587,23;573,55;575,24;;;;0
2002-11-28;586,89;573,8;584,02;;;;0
2002-11-27;578,25;550,86;578,25;;;;0
2002-11-26;568,64;554,75;555,78;;;;0
2002-11-25;577,46;564,97;566,5;;;;0
2002-11-22;576,79;565,3;573,46;;;;0
2002-11-21;568,75;549,13;568,08;;;;0
2002-11-20;549;534,22;546,3;;;;0
2002-11-19;552,68;538,1;542,68;;;;0
2002-11-18;556,27;544,7;554,37;;;;0
2002-11-15;558,82;539,34;542,72;;;;0
2002-11-14;549,98;532,52;548,03;;;;0
2002-11-13;536,66;523,72;535,11;;;;0
2002-11-12;530,41;513,94;529,55;;;;0
2002-11-11;515,86;508,16;513,2;;;;0
2002-11-08;523,76;508,83;516,23;;;;0
2002-11-07;537,62;511,54;514,61;;;;0
2002-11-06;536,04;526,01;527,02;;;;0
2002-11-05;534,78;517,56;534,75;;;;0
2002-11-04;528,74;506;523,42;;;;0
2002-11-01;510,17;496,85;502,58;;;;0
2002-10-31;517,04;501,87;511,32;;;;0
2002-10-30;501,62;486,78;501,62;;;;0
2002-10-29;505,92;483,96;488,12;;;;0
2002-10-28;511,3;497,63;504,7;;;;0
2002-10-25;497,85;488,5;495,53;;;;0
2002-10-24;498,65;480,77;497,4;;;;0
2002-10-23;506,28;480,09;482,8;;;;0
2002-10-22;506,5;493,38;496,24;;;;0
2002-10-21;510,35;497,77;501,88;;;;0
2002-10-18;501,44;480,84;499,61;;;;0
2002-10-17;505,98;482,81;491,46;;;;0
2002-10-16;500,51;478,96;481,83;;;;0
2002-10-15;492,23;461,37;492,23;;;;0
2002-10-14;473,7;455,94;460,22;;;;0
2002-10-11;462,94;435,53;462,32;;;;0
2002-10-10;434,52;413,99;434,52;;;;0
2002-10-09;429,99;415,96;421,01;;;;0
2002-10-08;437;420,14;421,93;;;;0
2002-10-07;447,59;428,8;429;;;;0
2002-10-04;455,68;441,36;448,66;;;;0
2002-10-03;463,75;453,34;455,14;;;;0
2002-10-02;469,4;451,79;463,66;;;;0
2002-10-01;453,55;441,6;453,29;;;;0
2002-09-30;473,53;440,02;445,65;;;;0
2002-09-27;484,68;470,6;474,69;;;;0
2002-09-26;482,41;461,03;480,95;;;;0
2002-09-25;466,88;449,46;459,6;;;;0
2002-09-24;456,89;433,62;451,83;;;;0
2002-09-23;480,1;454,68;455,92;;;;0
2002-09-20;487,86;474,28;475,64;;;;0
2002-09-19;489,59;474,12;478,84;;;;0
2002-09-18;504,74;484,35;485,79;;;;0
2002-09-17;520,67;504,14;505,36;;;;0
2002-09-16;515,49;508,32;510,54;;;;0
2002-09-13;517,5;504,26;511,8;;;;0
2002-09-12;531,68;517,85;518,53;;;;0
2002-09-11;532,8;513,68;532,71;;;;0
2002-09-10;519,48;510,4;515,95;;;;0
2002-09-09;516,35;506,35;510,37;;;;0
2002-09-06;517,26;502,99;513,18;;;;0
2002-09-05;510,61;493,04;501,81;;;;0
2002-09-04;506,22;497,1;503,32;;;;0
2002-09-03;521,19;501,04;503,26;;;;0
2002-09-02;526,68;520,12;523,54;;;;0
2002-08-30;529,61;514,88;525,83;;;;0
2002-08-29;528,78;517,38;523,26;;;;0
2002-08-28;538,66;527,36;529,81;;;;0
2002-08-27;545,28;534,18;539,06;;;;0
2002-08-26;553,92;534,22;537,95;;;;0
2002-08-23;561,99;545,26;546,55;;;;0
2002-08-22;564,85;541,97;564,14;;;;0
2002-08-21;550,29;524,66;537,84;;;;0
2002-08-20;525,74;517,35;522,48;;;;0
2002-08-19;524,56;506,54;523,19;;;;0
2002-08-16;526,28;511,74;519;;;;0
2002-08-15;524,15;512,26;523,04;;;;0
2002-08-14;518,02;504,52;509,88;;;;0
2002-08-13;520,28;509,85;519,62;;;;0
2002-08-12;523,74;516,45;519,95;;;;0
2002-08-09;527,57;510,58;517,33;;;;0
2002-08-08;522,36;508,03;518,27;;;;0
2002-08-07;521,98;505,53;506,78;;;;0
2002-08-06;511,71;487,73;506,24;;;;0
2002-08-05;518,55;495,3;497,55;;;;0
2002-08-02;535,77;516,95;519,94;;;;0
2002-08-01;548,54;529,39;529,93;;;;0
2002-07-31;545,79;530,67;541,32;;;;0
2002-07-30;534,01;521,86;532,34;;;;0
2002-07-29;529,55;484,62;529,11;;;;0
2002-07-26;505,01;481,22;484,34;;;;0
2002-07-25;508,55;484,44;505,13;;;;0
2002-07-24;501,85;468,53;481,49;;;;0
2002-07-23;527,01;502,5;504,04;;;;0
2002-07-22;546,02;521,39;522,18;;;;0
2002-07-19;559,63;545,36;546,48;;;;0
2002-07-18;584,05;566,89;569,03;;;;0
2002-07-17;573,16;549,35;572,23;;;;0
2002-07-16;559,81;540,04;551,83;;;;0
2002-07-15;567,4;549,07;549,87;;;;0
2002-07-12;578,19;559,63;563,04;;;;0
2002-07-11;588,89;564,25;564,36;;;;0
2002-07-10;603,46;590,28;590,28;;;;0
2002-07-09;615,24;598,86;605,18;;;;0
2002-07-08;615,18;603,21;610,47;;;;0
2002-07-05;610,33;589,53;609,52;;;;0
2002-07-04;593,28;581,59;586,5;;;;0
2002-07-03;599,38;577,62;578,26;;;;0
2002-07-02;608,45;594,55;596,33;;;;0
2002-07-01;620,16;602,37;609,29;;;;0
2002-06-28;608,68;597,75;607,9;;;;0
2002-06-27;604,68;590,01;594,96;;;;0
2002-06-26;589,72;554,85;587,92;;;;0
2002-06-25;590,54;569,86;590,35;;;;0
2002-06-24;587,11;562,46;567,02;;;;0
2002-06-20;610,46;583,34;583,41;;;;0
2002-06-19;621,8;608,27;611,2;;;;0
2002-06-18;626,57;616,55;623,93;;;;0
2002-06-17;623,76;611,12;620,32;;;;0
2002-06-14;620,57;597,93;609,73;;;;0
2002-06-13;634,63;616,3;622,4;;;;0
2002-06-12;631,81;618,49;620,47;;;;0
2002-06-11;640,33;626,56;635,07;;;;0
2002-06-10;640,26;633,96;638,71;;;;0
2002-06-07;640,22;626,59;632,89;;;;0
2002-06-06;656,14;643,46;644,55;;;;0
2002-06-05;656,09;647,89;652,75;;;;0
2002-06-04;656,22;643,58;648,55;;;;0
2002-06-03;667,21;657,02;658,61;;;;0
2002-05-31;667,76;659,89;659,89;;;;0
2002-05-30;671,68;656,15;659,02;;;;0
2002-05-29;682,78;670,64;674,07;;;;0
2002-05-28;695,02;682,56;683,94;;;;0
2002-05-27;694,67;685,84;689,24;;;;0
2002-05-24;695,3;688,72;691,3;;;;0
2002-05-23;694,55;679,5;690,77;;;;0
2002-05-22;701,66;686,76;688,13;;;;0
2002-05-21;715,53;702,68;703,41;;;;0
2002-05-17;721,45;711,55;713,84;;;;0
2002-05-16;724,2;708,06;708,59;;;;0
2002-05-15;721,92;712,05;718,25;;;;0
